source_sheet	source_row	trip	sample_id	specimen_iri	site	compartment	replicate	measurement_date_raw	measurement_date	date_status	calibration_recorded	slope_percent	ph10_check	ph_value_raw	ph_value	notes	metadata_match	calibration_pass	slope_pass	ph10_check_pass	value_range_pass	disposition	ecology_eligible	kg_eligible	reason_codes	alpha_trip	alpha_site	alpha_compartment	shannon	sequencing_depth	n_profiles
Trip 1	213	1	35PRr1	https://rubalkhali.science/kb/RAK_6000313	35	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	35	Rhizosphere	4.993547272511452	205859.0	1
Trip 1	215	1	36Sr1	https://rubalkhali.science/kb/RAK_6000319	36	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.05	8.05		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	36	Surface	3.665829167620556	20015.0	1
Trip 1	218	1	36Dr2	https://rubalkhali.science/kb/RAK_6000317	36	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	36	Deep	5.728591220839864	270651.0	1
Trip 1	220	1	37Sr1	https://rubalkhali.science/kb/RAK_6000328	37	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.24	8.24		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	37	Surface	6.5856635721911765	472516.0	1
Trip 1	222	1	37Dr2	https://rubalkhali.science/kb/RAK_6000326	37	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.22	8.22		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	37	Deep	6.4978832541416125	357294.0	1
Trip 1	224	1	37PRr2	https://rubalkhali.science/kb/RAK_6000332	37	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.19	8.19		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	37	Rhizosphere	5.94072874683531	376528.0	1
Trip 1	227	1	38Sr3	https://rubalkhali.science/kb/RAK_6000339	38	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	38	Surface	6.493041243761703	460036.0	1
Trip 1	229	1	38Dr3	https://rubalkhali.science/kb/RAK_6000336	38	Deep	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.94	7.94		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	38	Deep	6.332524792960212	232842.0	1
Trip 1	230	1	38PRr2	https://rubalkhali.science/kb/RAK_6000341	38	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	38	Rhizosphere	6.149058884876152	625188.0	1
Trip 1	232	1	39Sr3	https://rubalkhali.science/kb/RAK_6000348	39	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.92	7.92		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	39	Surface	5.854214328168118	132265.0	1
Trip 1	234	1	39Dr3	https://rubalkhali.science/kb/RAK_6000345	39	Deep	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.04	8.04		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	39	Deep	5.790080850720783	229779.0	1
Trip 1	237	1	39PRr3	https://rubalkhali.science/kb/RAK_6000351	39	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.05	8.05		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	39	Rhizosphere	5.206830441898898	201061.0	1
Trip 1	238	1	40Dr1	https://rubalkhali.science/kb/RAK_6000352	40	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	40	Deep	6.327907375218389	522507.0	1
Trip 1	241	1	40PRr3	https://rubalkhali.science/kb/RAK_6000360	40	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.06	8.06		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	40	Rhizosphere	5.845523043807353	379688.0	1
Trip 1	242	1	41Dr1	https://rubalkhali.science/kb/RAK_6000361	41	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.07	8.07		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	41	Deep	2.515991427976635	24318.0	1
Trip 1	243	1	41PRr2	https://rubalkhali.science/kb/RAK_6000368	41	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.98	7.98		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	41	Rhizosphere	5.797500418919494	330261.0	1
Trip 1	244	1	42Sr1	https://rubalkhali.science/kb/RAK_6000373	42	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	42	Surface	4.937272415647771	113641.0	1
Trip 1	247	1	42Dr1	https://rubalkhali.science/kb/RAK_6000370	42	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.99	7.99		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	42	Deep	6.481842446038048	148967.0	1
Trip 1	249	1	42PRr2	https://rubalkhali.science/kb/RAK_6000377	42	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.02	8.02		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	42	Rhizosphere	5.670761491697691	453138.0	1
Trip 1	251	1	43Sr2	https://rubalkhali.science/kb/RAK_6000383	43	Surface	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.09	8.09		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	43	Surface	6.034453245669747	110391.0	1
Trip 1	252	1	43Dr1	https://rubalkhali.science/kb/RAK_6000379	43	Deep	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	43	Deep	6.584315991399301	484466.0	1
Trip 1	253	1	43Dr2	https://rubalkhali.science/kb/RAK_6000380	43	Deep	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	43	Deep	6.281168314201397	152625.0	1
Trip 1	254	1	43PRr2	https://rubalkhali.science/kb/RAK_6000386	43	Rhizosphere	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	43	Rhizosphere	6.424623084712568	301967.0	1
Trip 1	255	1	44Dr2	https://rubalkhali.science/kb/RAK_6000389	44	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.99	7.99		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	44	Deep	6.261705428379263	737956.0	1
Trip 1	256	1	44PRr2	https://rubalkhali.science/kb/RAK_6000395	44	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	44	Rhizosphere	5.437727895644472	216052.0	1
Trip 1	258	1	45Sr1	https://rubalkhali.science/kb/RAK_6000400	45	Surface	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.15	8.15		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	45	Surface	6.127026216817883	512753.0	1
Trip 1	259	1	45Dr1	https://rubalkhali.science/kb/RAK_6000397	45	Deep	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.23	8.23		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	45	Deep	5.855163333634126	339044.0	1
Trip 1	261	1	45PRr2	https://rubalkhali.science/kb/RAK_6000404	45	Rhizosphere	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	8.06	8.06		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	45	Rhizosphere	5.4863804982152296	258006.0	1
Trip 1	262	1	46Sr3	https://rubalkhali.science/kb/RAK_6000411	46	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.16	8.16		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	46	Surface	5.148081164849797	107990.0	1
Trip 1	263	1	46Dr1	https://rubalkhali.science/kb/RAK_6000406	46	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.2	8.2		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	46	Deep	5.055741797306747	129263.0	1
Trip 1	264	1	46PRr1	https://rubalkhali.science/kb/RAK_6000412	46	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.18	8.18		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	46	Rhizosphere	4.055009165820923	2046.0	1
Trip 1	265	1	47Sr1	https://rubalkhali.science/kb/RAK_6000418	47	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.14	8.14		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	47	Surface	6.76689901457821	382238.0	1
Trip 1	266	1	47Dr2	https://rubalkhali.science/kb/RAK_6000416	47	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	47	Deep	6.545768254049477	259795.0	1
Trip 1	268	1	47PRr1	https://rubalkhali.science/kb/RAK_6000421	47	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.08	8.08		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	47	Rhizosphere	5.124237546974011	21560.0	1
Trip 1	269	1	48Sr2	https://rubalkhali.science/kb/RAK_6000428	48	Surface	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	48	Surface	5.589313506088121	300759.0	1
Trip 1	270	1	48Dr2	https://rubalkhali.science/kb/RAK_6000425	48	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.0	8.0		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	48	Deep	5.7632927140028745	175317.0	1
Trip 1	274	1	49Dr2	https://rubalkhali.science/kb/RAK_6000434	49	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.29	8.29		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	49	Deep	5.480517931532357	191915.0	1
Trip 1	275	1	49PRr2	https://rubalkhali.science/kb/RAK_6000440	49	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.27	8.27		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	49	Rhizosphere	5.900392269910602	109413.0	1
Trip 1	278	1	50Sr3	https://rubalkhali.science/kb/RAK_6000447	50	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.21	8.21		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	50	Surface	5.106424533709721	23333.0	1
Trip 1	280	1	50Dr2	https://rubalkhali.science/kb/RAK_6000443	50	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.27	8.27		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	50	Deep	6.254453494405376	90101.0	1
Trip 1	282	1	50PRr2	https://rubalkhali.science/kb/RAK_6000449	50	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.09	8.09		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	50	Rhizosphere	5.896335016273405	534861.0	1
Trip 1	284	1	51Dr1	https://rubalkhali.science/kb/RAK_6000451	51	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.31	8.31		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	51	Deep	5.899527454716157	1278036.0	1
Trip 1	286	1	51PRr3	https://rubalkhali.science/kb/RAK_6000459	51	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.28	8.28		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	51	Rhizosphere	4.151150836492533	333425.0	1
Trip 1	287	1	52Dr1	https://rubalkhali.science/kb/RAK_6000460	52	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.27	8.27		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	52	Deep	4.655282501768799	405299.0	1
Trip 1	288	1	53Sr3	https://rubalkhali.science/kb/RAK_6000474	53	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.42	8.42		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	53	Surface	1.5121167518413738	67648.0	1
Trip 1	289	1	53Dr2	https://rubalkhali.science/kb/RAK_6000470	53	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.06	8.39	8.39		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	53	Deep	4.783797130786727	525288.0	1
Trip 1	291	1	53PRr1	https://rubalkhali.science/kb/RAK_6000475	53	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.31	8.31		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	53	Rhizosphere	4.821115076199249	34154.0	1
Trip 1	293	1	54Sr1	https://rubalkhali.science/kb/RAK_6000481	54	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.15	8.15		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	54	Surface	3.338173883941729	1230.0	1
Trip 1	296	1	54Dr1	https://rubalkhali.science/kb/RAK_6000478	54	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.21	8.21		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	54	Deep	5.168985123562304	406279.0	1
Trip 1	298	1	54PRr1	https://rubalkhali.science/kb/RAK_6000484	54	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.17	8.17		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	54	Rhizosphere	4.122365070628243	140880.0	1
Trip 1	306	1	56Sr1	https://rubalkhali.science/kb/RAK_6000499	56	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.11	8.11		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	56	Surface	3.99710375781564	21640.0	1
Trip 1	308	1	56Dr1	https://rubalkhali.science/kb/RAK_6000496	56	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.18	8.18		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	56	Deep	4.024855644226668	21885.0	1
Trip 1	310	1	57Sr2	https://rubalkhali.science/kb/RAK_6000509	57	Surface	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.43	8.43		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	57	Surface	3.88909466118054	94954.0	1
Trip 1	311	1	57Dr3	https://rubalkhali.science/kb/RAK_6000507	57	Deep	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.39	8.39		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	57	Deep	5.188134154240806	31250.0	1
Trip 1	313	1	57PRr3	https://rubalkhali.science/kb/RAK_6000513	57	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.4	8.4		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	57	Rhizosphere	4.371297548983113	426086.0	1
Trip 1	314	1	58Sr2	https://rubalkhali.science/kb/RAK_6000518	58	Surface	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.26	8.26		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	58	Surface	4.517751776217252	14313.0	1
Trip 1	316	1	58PRr1	https://rubalkhali.science/kb/RAK_6000520	58	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.23	8.23		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	58	Rhizosphere	5.162432508762434	197756.0	1
Trip 1	317	1	59PRr3	https://rubalkhali.science/kb/RAK_6000531	59	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.45	8.45		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	59	Rhizosphere	3.690052725539084	8737.0	1
Trip 1	318	1	60Sr3	https://rubalkhali.science/kb/RAK_6000537	60	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.22	8.22		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	60	Surface	4.642253451079344	142260.0	1
Trip 1	319	1	60Dr2	https://rubalkhali.science/kb/RAK_6000533	60	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.05	8.2	8.2		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		1	60	Deep	4.517929494501491	147421.0	1
Trip 2	2	2	T1Dr1	https://rubalkhali.science/kb/RAK_6000577	1	Deep	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.81	7.81		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	1	Deep	3.586140005587671	1485.0	1
Trip 2	3	2	T2PRr1	https://rubalkhali.science/kb/RAK_6000592	2	Rhizosphere	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.4	7.4		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	2	Rhizosphere	3.949049443162994	3658.0	1
Trip 2	4	2	T2PRr3	https://rubalkhali.science/kb/RAK_6000594	2	Rhizosphere	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.49	7.49		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	2	Rhizosphere	6.155972078635656	662013.0	1
Trip 2	5	2	T2Dr2	https://rubalkhali.science/kb/RAK_6000587	2	Deep	2	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	2	Deep	4.798986593452173	12566.0	1
Trip 2	7	2	T4Sr1	https://rubalkhali.science/kb/RAK_6000607	4	Surface	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	4	Surface	6.491502375118535	226775.0	1
Trip 2	8	2	T4PRr1	https://rubalkhali.science/kb/RAK_6000610	4	Rhizosphere	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	4	Rhizosphere	5.978007521513599	545420.0	1
Trip 2	10	2	T5Sr1	https://rubalkhali.science/kb/RAK_6000616	5	Surface	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.75	7.75		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	5	Surface	6.191348955145518	1082336.0	1
Trip 2	11	2	T5Sr2	https://rubalkhali.science/kb/RAK_6000617	5	Surface	2	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.75	7.75		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	5	Surface	6.851718042718234	2054565.0	1
Trip 2	12	2	T5Sr3	https://rubalkhali.science/kb/RAK_6000618	5	Surface	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.82	7.82		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	5	Surface	6.5141926279810285	318680.0	1
Trip 2	13	2	T5PRr1	https://rubalkhali.science/kb/RAK_6000619	5	Rhizosphere	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.59	7.59		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	5	Rhizosphere	6.624019206265058	301075.0	1
Trip 2	15	2	T6Dr1	https://rubalkhali.science/kb/RAK_6000622	6	Deep	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.64	7.64		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	6	Deep	6.107083485919736	500407.0	1
Trip 2	16	2	T6Dr2	https://rubalkhali.science/kb/RAK_6000623	6	Deep	2	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.55	7.55		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	6	Deep	6.470197825781866	299544.0	1
Trip 2	17	2	T6PRr2	https://rubalkhali.science/kb/RAK_6000629	6	Rhizosphere	2	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.55	7.55		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	6	Rhizosphere	4.161595280341947	22057.0	1
Trip 2	18	2	T6PRr3	https://rubalkhali.science/kb/RAK_6000630	6	Rhizosphere	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.57	7.57		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	6	Rhizosphere	3.525146189555111	1068.0	1
Trip 2	20	2	T7PRr2	https://rubalkhali.science/kb/RAK_6000638	7	Rhizosphere	2	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.57	7.57		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	7	Rhizosphere	5.49442590717081	37427.0	1
Trip 2	21	2	T7PRr3	https://rubalkhali.science/kb/RAK_6000639	7	Rhizosphere	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.5	7.5		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	7	Rhizosphere	6.442343219426262	573620.0	1
Trip 2	23	2	T8Sr3	https://rubalkhali.science/kb/RAK_6000645	8	Surface	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.53	7.53		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	8	Surface	6.444431474850381	603513.0	1
Trip 2	24	2	T8Dr1	https://rubalkhali.science/kb/RAK_6000640	8	Deep	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	8	Deep	3.8013977938268697	13407.0	1
Trip 2	26	2	T8PRr1	https://rubalkhali.science/kb/RAK_6000646	8	Rhizosphere	1	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.56	7.56		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	8	Rhizosphere	4.890613153617107	6670.0	1
Trip 2	27	2	T8PRr3	https://rubalkhali.science/kb/RAK_6000648	8	Rhizosphere	3	13/7/2026	2026-07-13	accepted	Yes	98.0	10.06	7.49	7.49		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		2	8	Rhizosphere	6.645597948666233	619986.0	1
Trip 3	11	3	F5Sr1	https://rubalkhali.science/kb/RAK_6000688	5	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.27	8.27		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	5	Surface	6.651555287911616	157478.0	1
Trip 3	14	3	F5Dr2	https://rubalkhali.science/kb/RAK_6000686	5	Deep	2	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.2	8.2		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	5	Deep	6.652942495018957	86938.0	1
Trip 3	16	3	F5PRr2	https://rubalkhali.science/kb/RAK_6000692	5	Rhizosphere	2	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	8.23	8.23		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	5	Rhizosphere	5.871814693151994	70036.0	1
Trip 3	17	3	F6Sr1	https://rubalkhali.science/kb/RAK_6000697	6	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	6	Surface	5.973193200674619	523646.0	1
Trip 3	20	3	F6Dr1	https://rubalkhali.science/kb/RAK_6000694	6	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.74	7.74		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	6	Deep	6.7245079362160585	418339.0	1
Trip 3	21	3	F6PRr1	https://rubalkhali.science/kb/RAK_6000700	6	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.69	7.69		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	6	Rhizosphere	6.386883712557067	310850.0	1
Trip 3	24	3	F7Sr1	https://rubalkhali.science/kb/RAK_6000706	7	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	7	Surface	6.17184993563639	320810.0	1
Trip 3	27	3	F7Dr1	https://rubalkhali.science/kb/RAK_6000703	7	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.84	7.84		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	7	Deep	6.17189943196058	416799.0	1
Trip 3	30	3	F7PRr1	https://rubalkhali.science/kb/RAK_6000709	7	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.81	7.81		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	7	Rhizosphere	6.364723358644341	465559.0	1
Trip 3	42	3	F9Sr1	https://rubalkhali.science/kb/RAK_6000724	9	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.69	7.69		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	9	Surface	5.837292016567195	337605.0	1
Trip 3	45	3	F9Dr1	https://rubalkhali.science/kb/RAK_6000721	9	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.73	7.73		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	9	Deep	5.716951942602005	293173.0	1
Trip 3	48	3	F9PRr1	https://rubalkhali.science/kb/RAK_6000727	9	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.71	7.71		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	9	Rhizosphere	3.5140603743704446	235844.0	1
Trip 3	51	3	F10Sr1	https://rubalkhali.science/kb/RAK_6000733	10	Surface	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.76	7.76		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	10	Surface	5.89620230054602	468163.0	1
Trip 3	54	3	F10Dr1	https://rubalkhali.science/kb/RAK_6000730	10	Deep	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	10	Deep	5.290056668648759	395144.0	1
Trip 3	57	3	F10PRr1	https://rubalkhali.science/kb/RAK_6000736	10	Rhizosphere	1	2026-07-27T00:00:00	2026-07-27	accepted	Yes	97.9	10.06	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True		3	10	Rhizosphere	4.810205563573631	163550.0	1
